21-143	AbramÛw
59-922	Opolno-ZdrÛj
66-450	Bogdaniec
28-210	Bogoria
28-211	NiemirÛw
28-211	NiemirÛw k. Staszowa
28-212	Szczeglice
28-213	Jurkowice
36-040	Boguchwa≥a
36-041	Zarzecze
36-041	Zarzecze k. Rzeszowa
36-045	Rac≥awÛwka
36-046	Zg≥obieÒ
36-047	Niechobrz
36-048	PrzybyszÛwka
58-370	BoguszÛw-Gorce
58-372	BoguszÛw-Gorce
58-371	BoguszÛw-Gorce
07-325	Boguty-Pianki
66-130	Bojad≥a
66-133	Klenica
63-939	Zaborowice
63-940	Bojanowo
63-940	Bojanowo PoznaÒskie
63-941	Golina Wielka
37-433	BojanÛw
37-433	BojanÛw k. Niska
37-434	PrzyszÛw
43-220	Bojszowy
32-329	Boles≥aw
32-329	Boles≥aw k. Olkusza
33-220	Boles≥aw
33-220	Boles≥aw k. Tarnowa
33-222	Samocice
59-700	Boles≥awiec
59-700	Boles≥awiec ålπski
59-704	Boles≥awiec
59-704	Boles≥awiec ålπski
59-707	TrzebieÒ
98-407	Mieleszyn
98-407	Mieleszyn k. Wieruszowa
98-430	Boles≥awiec
98-430	Boles≥awiec k. Wielunia
74-406	Namyúlin
74-407	Boleszkowice
99-417	BolimÛw
58-575	BolkÛw
58-576	Sady GÛrne
58-577	Lipa Jaworska
58-578	KaczorÛw
59-416	Lipa Jaworska
59-420	BolkÛw
59-421	KaczorÛw
87-851	Boniewo
63-810	Borek Wielkopolski
63-812	Zalesie
63-812	Zalesie k. Gostynia PoznaÒskiego
21-145	Borki
21-145	Borki RadzyÒskie
21-147	Wola OsowiÒska
21-148	Krasew
21-345	Borki
21-345	Borki RadzyÒskie
21-347	Wola OsowiÒska
26-422	Borkowice
26-422	Borkowice k. KoÒskich
26-423	RzucÛw
78-445	£ubowo
78-445	£ubowo k. Szczecinka
78-446	Silnowo
78-449	Borne Sulinowo
42-283	BoronÛw
42-283	BoronÛw k. LubliÒca
39-305	Borowa
39-305	Borowa k. Mielca
39-306	GÛrki Mieleckie
08-412	Borowie
08-412	Borowie k. Garwolina
08-413	Iwowe
57-103	Zielenice StrzeliÒskie
57-110	Borek StrzeliÒski
57-160	BorÛw
24-223	K≥odnica GÛrna
24-224	BorzechÛw
24-224	BorzechÛw k. Be≥øyc
32-824	Bielcza
32-824	Bielcza k. Brzeska
32-825	BorzÍcin
77-141	Borzytuchom
63-631	Nowa Wieú KsiπøÍca
63-640	Bralin
48-140	Branice
48-144	W≥odzienin
14-500	Braniewo
14-504	Szyleny
14-527	Øelazna GÛra
14-528	Lipowina
17-115	Holonki
17-120	BraÒsk
17-122	Kalnica
17-124	Domanowo
07-221	BraÒszczyk
07-308	PorÍba nad Bugiem
98-276	Godynice
98-277	Brπszewice
98-278	Øuraw
43-436	GÛrki Wielkie
43-438	Brenna
05-088	BrochÛw
05-089	BrochÛw
05-089	Tu≥owice
05-089	Tu≥owice k. Sochaczewa
63-111	Manieczki
63-112	Brodnica
63-112	Brodnica åremska
63-113	Øabno
63-113	Øabno k. Czempinia
87-300	Brodnica
87-324	Szczuka
27-230	Brody
27-230	Brody I≥øeckie
68-343	Brody
68-343	Brody Øarskie
68-344	Biecz GubiÒski
72-304	Brojce
72-304	Brojce Gryfickie
07-306	Brok
95-004	Kurowice
95-004	Kurowice k. £odzi
95-006	BrÛjce
95-006	BrÛjce k. £odzi
09-413	SikÛrz
09-414	BrudzeÒ
09-414	BrudzeÒ Duøy
09-414	BrudzeÒ k. P≥ocka
09-416	SiecieÒ
62-720	Brudzew
62-721	Koümin
62-721	Koümin k. Turku
89-631	MÍcika≥
89-632	Brusy
89-633	Lubnia
89-634	Leúno
05-805	Kanie
05-805	OtrÍbusy
05-840	BrwinÛw
49-300	Brzeg
49-302	Brzeg
49-304	Brzeg
49-305	Brzeg
49-306	Brzeg
56-120	Brzeg Dolny
56-121	Brzeg Dolny
56-122	Brzeg Dolny
32-800	Brzesko
32-801	Brzesko
32-810	Brzesko
32-823	SzczepanÛw
32-823	SzczepanÛw k. Brzeska
32-851	Jadowniki
32-851	Jadowniki k. Brzeska
32-620	Brzeszcze
32-625	Przecieszyn
32-626	Jawiszowice
36-620	Brzeszcze
43-270	Brzeszcze
87-814	Wieniec
87-880	BrzeúÊ Kujawski
62-874	Brzeziny
62-874	Brzeziny k. Kalisza
62-875	SobiesÍki
62-875	SobiesÍki k. Kalisza
95-060	Brzeziny
95-060	Brzeziny k. £odzi
96-140	Brzeziny
96-140	Brzeziny k. £odzi
96-140	Nowosolna
34-113	PaszkÛwka
34-114	Brzeünica
34-114	Brzeünica k. Skawiny
68-113	Brzeünica
68-113	Wrzesiny
98-208	Barczew
98-208	Barczew k. Sieradza
98-275	Brzeünio
98-275	Brzeünio k. Sieradza
98-282	KliczkÛw Ma≥y
78-316	Brzeüno
33-123	Siedliska Bogusz
33-124	Grudna Dolna
33-125	Brzostek
39-230	Brzostek
39-231	Siedliska Bogusz
39-232	Grudna Dolna
87-311	Jajkowo
87-313	Brzozie
87-314	Zembrze
36-200	BrzozÛw
36-201	Stara Wieú
36-201	Stara Wieú k. Brzozowa
36-202	Przysietnica
36-206	Humniska
36-207	Grabownica StarzeÒska
87-516	Øa≥e
87-517	Brzuze
87-521	Ugoszcz
87-521	Ugoszcz k. Rypina
87-522	Ostrowite
87-523	Trπbin
38-212	Brzyska
98-113	Buczek
43-374	Buczkowice
43-376	Godziszka
43-376	Godziszka k. Bielska Bia≥ej
43-378	Rybarzowice
11-533	DπbrÛwka
11-533	DπbrÛwka k. Pisza
11-605	Olszewo WÍgorzewskie
11-606	Budry
97-145	Budziszewice
97-212	Budziszewice
34-211	BudzÛw
34-211	BudzÛw k. Suchej Beskidzkiej
34-212	BieÒkÛwka
64-834	Wyszyny
64-840	BudzyÒ
64-841	Soko≥owo BudzyÒskie
62-074	Otusz
64-319	Otusz
64-320	Buk
86-122	Bukowiec
86-123	Przysiersk
86-124	Korytowo
34-405	Bia≥ka TatrzaÒska
34-406	Leúnica
34-406	Leúnica k. Nowego Targu
34-530	Bukowina TatrzaÒska
34-532	JurgÛw
32-332	Bukowno
32-332	Bukowno k. Olkusza
38-505	Bukowsko
38-506	Nowotaniec
09-452	Blichowo
09-454	Bulkowo
98-260	Burzenin
28-100	Busko-ZdrÛj
28-107	Szaniec
28-121	Ko≥aczkowice
28-129	Szczaworyø
28-152	Dobrowoda
23-100	Bychawa
23-101	Bychawka
23-104	Stara Wieú
23-105	Wola Ga≥Ízowska
46-216	Nasale
46-220	Byczyna
46-225	KostÛw
46-322	Biskupice
46-322	Biskupice k. Olesna
85-001	Bydgoszcz
85-004	Bydgoszcz
85-005	Bydgoszcz
85-006	Bydgoszcz
85-007	Bydgoszcz
85-008	Bydgoszcz
85-009	Bydgoszcz
85-010	Bydgoszcz
85-011	Bydgoszcz
85-012	Bydgoszcz
85-013	Bydgoszcz
85-014	Bydgoszcz
85-015	Bydgoszcz
85-016	Bydgoszcz
85-018	Bydgoszcz
85-021	Bydgoszcz
85-022	Bydgoszcz
85-023	Bydgoszcz
85-024	Bydgoszcz
85-025	Bydgoszcz
85-026	Bydgoszcz
85-027	Bydgoszcz
85-028	Bydgoszcz
85-029	Bydgoszcz
85-030	Bydgoszcz
85-031	Bydgoszcz
85-032	Bydgoszcz
85-033	Bydgoszcz
85-034	Bydgoszcz
85-035	Bydgoszcz
85-036	Bydgoszcz
85-037	Bydgoszcz
85-038	Bydgoszcz
85-039	Bydgoszcz
85-040	Bydgoszcz
85-041	Bydgoszcz
85-042	Bydgoszcz
85-043	Bydgoszcz
85-044	Bydgoszcz
85-045	Bydgoszcz
85-046	Bydgoszcz
85-047	Bydgoszcz
85-048	Bydgoszcz
85-049	Bydgoszcz
85-050	Bydgoszcz
85-051	Bydgoszcz
85-052	Bydgoszcz
85-053	Bydgoszcz
85-054	Bydgoszcz
85-055	Bydgoszcz
85-056	Bydgoszcz
85-057	Bydgoszcz
85-058	Bydgoszcz
85-059	Bydgoszcz
85-060	Bydgoszcz
85-061	Bydgoszcz
85-062	Bydgoszcz
85-063	Bydgoszcz
85-064	Bydgoszcz
85-065	Bydgoszcz
85-066	Bydgoszcz
85-067	Bydgoszcz
85-068	Bydgoszcz
85-069	Bydgoszcz
85-070	Bydgoszcz
85-071	Bydgoszcz
85-072	Bydgoszcz
85-073	Bydgoszcz
85-074	Bydgoszcz
85-075	Bydgoszcz
85-076	Bydgoszcz
85-077	Bydgoszcz
85-078	Bydgoszcz
85-079	Bydgoszcz
85-080	Bydgoszcz
85-081	Bydgoszcz
85-082	Bydgoszcz
85-083	Bydgoszcz
85-084	Bydgoszcz
85-085	Bydgoszcz
85-086	Bydgoszcz
85-087	Bydgoszcz
85-088	Bydgoszcz
85-089	Bydgoszcz
85-090	Bydgoszcz
85-091	Bydgoszcz
85-092	Bydgoszcz
85-093	Bydgoszcz
85-094	Bydgoszcz
85-095	Bydgoszcz
85-096	Bydgoszcz
85-097	Bydgoszcz
85-098	Bydgoszcz
85-100	Bydgoszcz
85-101	Bydgoszcz
85-102	Bydgoszcz
85-103	Bydgoszcz
85-104	Bydgoszcz
85-105	Bydgoszcz
85-106	Bydgoszcz
85-108	Bydgoszcz
85-109	Bydgoszcz
85-110	Bydgoszcz
85-111	Bydgoszcz
85-112	Bydgoszcz
85-113	Bydgoszcz
85-114	BYDGOSZCZ
85-115	Bydgoszcz
85-116	Bydgoszcz
85-117	Bydgoszcz
85-118	Bydgoszcz
85-119	Bydgoszcz
85-120	Bydgoszcz
85-121	Bydgoszcz
85-122	Bydgoszcz
85-124	Bydgoszcz
85-125	Bydgoszcz
85-126	Bydgoszcz
85-127	Bydgoszcz
85-129	Bydgoszcz
85-130	Bydgoszcz
85-131	Bydgoszcz
85-132	Bydgoszcz
85-133	Bydgoszcz
85-134	Bydgoszcz
85-135	Bydgoszcz
85-136	Bydgoszcz
85-137	Bydgoszcz
85-138	Bydgoszcz
85-139	Bydgoszcz
85-140	Bydgoszcz
85-141	Bydgoszcz
85-142	Bydgoszcz
85-143	Bydgoszcz
85-144	Bydgoszcz
85-145	Bydgoszcz
85-146	Bydgoszcz
85-147	Bydgoszcz
85-148	Bydgoszcz
85-149	Bydgoszcz
85-150	Bydgoszcz
85-151	Bydgoszcz
85-152	Bydgoszcz
85-153	Bydgoszcz
85-154	Bydgoszcz
85-155	Bydgoszcz
85-156	Bydgoszcz
85-157	Bydgoszcz
85-158	Bydgoszcz
85-159	Bydgoszcz
85-160	Bydgoszcz
85-161	Bydgoszcz
85-162	Bydgoszcz
85-163	Bydgoszcz
85-164	Bydgoszcz
85-165	Bydgoszcz
85-166	Bydgoszcz
85-167	Bydgoszcz
85-168	Bydgoszcz
85-170	Bydgoszcz
85-171	Bydgoszcz
85-172	Bydgoszcz
85-174	Bydgoszcz
85-176	Bydgoszcz
85-177	Bydgoszcz
85-178	Bydgoszcz
85-179	Bydgoszcz
85-181	Bydgoszcz
85-182	Bydgoszcz
85-183	Bydgoszcz
85-184	Bydgoszcz
85-185	Bydgoszcz
85-186	Bydgoszcz
85-188	Bydgoszcz
85-189	Bydgoszcz
85-200	Bydgoszcz
85-201	Bydgoszcz
85-203	Bydgoszcz
85-204	Bydgoszcz
85-205	Bydgoszcz
85-206	Bydgoszcz
85-207	Bydgoszcz
85-208	Bydgoszcz
85-209	Bydgoszcz
85-210	Bydgoszcz
85-211	Bydgoszcz
85-212	Bydgoszcz
85-213	Bydgoszcz
85-214	Bydgoszcz
85-215	Bydgoszcz
85-216	Bydgoszcz
85-217	Bydgoszcz
85-218	Bydgoszcz
85-219	Bydgoszcz
85-220	Bydgoszcz
85-221	Bydgoszcz
85-222	Bydgoszcz
85-223	Bydgoszcz
85-224	Bydgoszcz
85-225	Bydgoszcz
85-226	Bydgoszcz
85-227	Bydgoszcz
85-228	Bydgoszcz
85-229	Bydgoszcz
85-230	Bydgoszcz
85-231	Bydgoszcz
85-232	Bydgoszcz
85-233	Bydgoszcz
85-234	Bydgoszcz
85-235	Bydgoszcz
85-236	Bydgoszcz
85-237	Bydgoszcz
85-238	Bydgoszcz
85-239	Bydgoszcz
85-240	Bydgoszcz
85-241	Bydgoszcz
85-301	Bydgoszcz
85-302	Bydgoszcz
85-303	Bydgoszcz
85-304	Bydgoszcz
85-305	Bydgoszcz
85-306	Bydgoszcz
85-307	Bydgoszcz
85-308	Bydgoszcz
85-309	Bydgoszcz
85-310	Bydgoszcz
85-312	Bydgoszcz
85-313	Bydgoszcz
85-314	Bydgoszcz
85-315	Bydgoszcz
85-316	Bydgoszcz
85-317	Bydgoszcz
85-318	Bydgoszcz
85-319	Bydgoszcz
85-320	Bydgoszcz
85-321	Bydgoszcz
85-322	Bydgoszcz
85-323	Bydgoszcz
85-324	Bydgoszcz
85-325	Bydgoszcz
85-326	Bydgoszcz
85-327	Bydgoszcz
85-328	Bydgoszcz
85-329	Bydgoszcz
85-330	Bydgoszcz
85-331	Bydgoszcz
85-332	Bydgoszcz
85-333	Bydgoszcz
85-334	Bydgoszcz
85-335	Bydgoszcz
85-336	Bydgoszcz
85-337	Bydgoszcz
85-338	Bydgoszcz
85-339	Bydgoszcz
85-340	Bydgoszcz
85-341	Bydgoszcz
85-342	Bydgoszcz
85-343	Bydgoszcz
85-344	Bydgoszcz
85-345	Bydgoszcz
85-346	Bydgoszcz
85-347	Bydgoszcz
85-348	Bydgoszcz
85-349	Bydgoszcz
85-350	Bydgoszcz
85-351	Bydgoszcz
85-352	Bydgoszcz
85-353	Bydgoszcz
85-354	Bydgoszcz
85-355	Bydgoszcz
85-356	Bydgoszcz
85-357	Bydgoszcz
85-358	Bydgoszcz
85-359	Bydgoszcz
85-360	Bydgoszcz
85-361	Bydgoszcz
85-362	Bydgoszcz
85-363	Bydgoszcz
85-364	Bydgoszcz
85-365	Bydgoszcz
85-366	Bydgoszcz
85-367	Bydgoszcz
85-368	Bydgoszcz
85-369	Bydgoszcz
85-370	Bydgoszcz
85-371	Bydgoszcz
85-372	Bydgoszcz
85-373	Bydgoszcz
85-374	Bydgoszcz
85-375	Bydgoszcz
85-376	Bydgoszcz
85-377	Bydgoszcz
85-378	Bydgoszcz
85-379	Bydgoszcz
85-380	Bydgoszcz
85-381	Bydgoszcz
85-382	Bydgoszcz
85-383	Bydgoszcz
85-384	Bydgoszcz
85-385	Bydgoszcz
85-386	Bydgoszcz
85-387	Bydgoszcz
85-388	Bydgoszcz
85-389	Bydgoszcz
85-390	Bydgoszcz
85-391	Bydgoszcz
85-392	Bydgoszcz
85-395	Bydgoszcz
85-401	Bydgoszcz
85-402	Bydgoszcz
85-403	Bydgoszcz
85-404	Bydgoszcz
85-405	Bydgoszcz
85-406	Bydgoszcz
85-407	Bydgoszcz
85-408	Bydgoszcz
85-409	Bydgoszcz
85-410	Bydgoszcz
85-411	Bydgoszcz
85-412	Bydgoszcz
85-413	Bydgoszcz
85-414	Bydgoszcz
85-415	Bydgoszcz
85-416	Bydgoszcz
85-417	Bydgoszcz
85-418	Bydgoszcz
85-419	Bydgoszcz
85-420	Bydgoszcz
85-421	Bydgoszcz
85-422	Bydgoszcz
85-423	Bydgoszcz
85-424	Bydgoszcz
85-425	Bydgoszcz
85-426	Bydgoszcz
85-427	Bydgoszcz
85-428	Bydgoszcz
85-429	Bydgoszcz
85-430	Bydgoszcz
85-431	Bydgoszcz
85-432	Bydgoszcz
85-433	Bydgoszcz
85-434	Bydgoszcz
85-435	Bydgoszcz
85-436	Bydgoszcz
85-437	Bydgoszcz
85-438	Bydgoszcz
85-439	Bydgoszcz
85-440	Bydgoszcz
85-441	Bydgoszcz
85-444	Bydgoszcz
85-445	Bydgoszcz
85-446	Bydgoszcz
85-447	Bydgoszcz
85-448	Bydgoszcz
85-449	Bydgoszcz
85-450	Bydgoszcz
85-451	Bydgoszcz
85-452	Bydgoszcz
85-453	Bydgoszcz
85-454	Bydgoszcz
85-456	Bydgoszcz
85-457	Bydgoszcz
85-458	Bydgoszcz
85-459	Bydgoszcz
85-460	Bydgoszcz
85-461	Bydgoszcz
85-462	Bydgoszcz
85-463	Bydgoszcz
85-464	Bydgoszcz
85-465	Bydgoszcz
85-466	Bydgoszcz
85-467	Bydgoszcz
85-468	Bydgoszcz
85-469	Bydgoszcz
85-470	Bydgoszcz
85-471	Bydgoszcz
85-472	Bydgoszcz
85-473	Bydgoszcz
85-474	Bydgoszcz
85-475	Bydgoszcz
85-476	Bydgoszcz
85-477	Bydgoszcz
85-478	Bydgoszcz
85-479	Bydgoszcz
85-480	Bydgoszcz
85-482	Bydgoszcz
85-483	Bydgoszcz
85-485	Bydgoszcz
85-501	Bydgoszcz
85-502	Bydgoszcz
85-503	Bydgoszcz
85-504	Bydgoszcz
85-505	Bydgoszcz
85-506	Bydgoszcz
85-507	Bydgoszcz
85-509	Bydgoszcz
85-510	Bydgoszcz
85-511	Bydgoszcz
85-513	Bydgoszcz
85-514	Bydgoszcz
85-515	Bydgoszcz
85-516	Bydgoszcz
85-517	Bydgoszcz
85-518	Bydgoszcz
85-519	Bydgoszcz
85-520	Bydgoszcz
85-521	Bydgoszcz
85-522	Bydgoszcz
85-523	Bydgoszcz
85-524	Bydgoszcz
85-525	Bydgoszcz
85-526	Bydgoszcz
85-527	Bydgoszcz
85-528	Bydgoszcz
85-529	Bydgoszcz
85-530	Bydgoszcz
85-531	Bydgoszcz
85-532	Bydgoszcz
85-533	Bydgoszcz
85-534	Bydgoszcz
85-535	Bydgoszcz
85-536	Bydgoszcz
85-539	Bydgoszcz
85-540	Bydgoszcz
85-541	Bydgoszcz
85-542	Bydgoszcz
85-543	Bydgoszcz
85-544	Bydgoszcz
85-545	Bydgoszcz
85-546	Bydgoszcz
85-547	Bydgoszcz
85-548	Bydgoszcz
85-549	Bydgoszcz
85-550	Bydgoszcz
85-551	Bydgoszcz
85-552	Bydgoszcz
85-553	Bydgoszcz
85-554	Bydgoszcz
85-555	Bydgoszcz
85-556	Bydgoszcz
85-557	Bydgoszcz
85-558	Bydgoszcz
85-559	Bydgoszcz
85-560	Bydgoszcz
85-561	Bydgoszcz
85-562	Bydgoszcz
85-563	Bydgoszcz
85-564	Bydgoszcz
85-565	Bydgoszcz
85-566	Bydgoszcz
85-567	Bydgoszcz
85-568	Bydgoszcz
85-569	Bydgoszcz
85-570	Bydgoszcz
85-601	Bydgoszcz
85-602	Bydgoszcz
85-603	Bydgoszcz
85-604	Bydgoszcz
85-605	Bydgoszcz
85-606	Bydgoszcz
85-613	Bydgoszcz
85-614	Bydgoszcz
85-615	Bydgoszcz
85-616	Bydgoszcz
85-617	Bydgoszcz
85-619	Bydgoszcz
85-620	Bydgoszcz
85-621	Bydgoszcz
85-622	Bydgoszcz
85-624	Bydgoszcz
85-625	Bydgoszcz
85-626	Bydgoszcz
85-627	Bydgoszcz
85-628	Bydgoszcz
85-630	Bydgoszcz
85-631	Bydgoszcz
85-632	Bydgoszcz
85-634	Bydgoszcz
85-635	Bydgoszcz
85-636	Bydgoszcz
85-637	Bydgoszcz
85-638	Bydgoszcz
85-640	Bydgoszcz
85-641	Bydgoszcz
85-642	Bydgoszcz
85-643	Bydgoszcz
85-644	Bydgoszcz
85-645	Bydgoszcz
85-646	Bydgoszcz
85-647	Bydgoszcz
85-650	Bydgoszcz
85-651	Bydgoszcz
85-652	Bydgoszcz
85-654	Bydgoszcz
85-655	Bydgoszcz
85-656	Bydgoszcz
85-657	Bydgoszcz
85-658	Bydgoszcz
85-659	Bydgoszcz
85-660	Bydgoszcz
85-661	Bydgoszcz
85-664	Bydgoszcz
85-665	Bydgoszcz
85-666	Bydgoszcz
85-667	Bydgoszcz
85-668	Bydgoszcz
85-669	Bydgoszcz
85-670	Bydgoszcz
85-671	Bydgoszcz
85-674	Bydgoszcz
85-675	Bydgoszcz
85-676	Bydgoszcz
85-677	Bydgoszcz
85-680	Bydgoszcz
85-681	Bydgoszcz
85-684	Bydgoszcz
85-685	Bydgoszcz
85-686	Bydgoszcz
85-687	Bydgoszcz
85-689	Bydgoszcz
85-700	Bydgoszcz
85-701	Bydgoszcz
85-703	Bydgoszcz
85-704	Bydgoszcz
85-706	Bydgoszcz
85-707	Bydgoszcz
85-708	Bydgoszcz
85-709	Bydgoszcz
85-710	Bydgoszcz
85-711	Bydgoszcz
85-712	Bydgoszcz
85-713	Bydgoszcz
85-714	Bydgoszcz
85-715	Bydgoszcz
85-717	Bydgoszcz
85-719	Bydgoszcz
85-720	Bydgoszcz
85-721	Bydgoszcz
85-722	Bydgoszcz
85-723	Bydgoszcz
85-724	Bydgoszcz
85-725	Bydgoszcz
85-726	Bydgoszcz
85-727	Bydgoszcz
85-728	Bydgoszcz
85-729	Bydgoszcz
85-730	Bydgoszcz
85-731	Bydgoszcz
85-733	Bydgoszcz
85-734	Bydgoszcz
85-735	Bydgoszcz
85-736	Bydgoszcz
85-737	Bydgoszcz
85-738	Bydgoszcz
85-739	Bydgoszcz
85-740	Bydgoszcz
85-741	Bydgoszcz
85-742	Bydgoszcz
85-743	Bydgoszcz
85-744	Bydgoszcz
85-745	Bydgoszcz
85-746	Bydgoszcz
85-748	Bydgoszcz
85-749	Bydgoszcz
85-750	Bydgoszcz
85-751	Bydgoszcz
85-752	Bydgoszcz
85-753	Bydgoszcz
85-754	Bydgoszcz
85-756	Bydgoszcz
85-757	Bydgoszcz
85-758	Bydgoszcz
85-759	Bydgoszcz
85-761	Bydgoszcz
85-762	Bydgoszcz
85-764	Bydgoszcz
85-765	Bydgoszcz
85-766	Bydgoszcz
85-767	Bydgoszcz
85-768	Bydgoszcz
85-769	Bydgoszcz
85-770	Bydgoszcz
85-771	Bydgoszcz
85-772	Bydgoszcz
85-773	Bydgoszcz
85-774	Bydgoszcz
85-775	Bydgoszcz
85-776	Bydgoszcz
85-777	Bydgoszcz
85-778	Bydgoszcz
85-779	Bydgoszcz
85-780	Bydgoszcz
85-782	Bydgoszcz
85-787	Bydgoszcz
85-788	Bydgoszcz
85-790	Bydgoszcz
85-791	Bydgoszcz
85-792	Bydgoszcz
85-793	Bydgoszcz
85-794	Bydgoszcz
85-795	Bydgoszcz
85-796	Bydgoszcz
85-798	Bydgoszcz
85-799	Bydgoszcz
85-800	Bydgoszcz
85-801	Bydgoszcz
85-803	Bydgoszcz
85-804	Bydgoszcz
85-805	Bydgoszcz
85-806	Bydgoszcz
85-807	Bydgoszcz
85-808	Bydgoszcz
85-809	Bydgoszcz
85-810	Bydgoszcz
85-811	Bydgoszcz
85-812	Bydgoszcz
85-813	Bydgoszcz
85-814	Bydgoszcz
85-815	Bydgoszcz
85-817	Bydgoszcz
85-818	Bydgoszcz
85-819	Bydgoszcz
85-820	Bydgoszcz
85-821	Bydgoszcz
85-822	Bydgoszcz
85-823	Bydgoszcz
85-824	Bydgoszcz
85-825	Bydgoszcz
85-826	Bydgoszcz
85-827	Bydgoszcz
85-828	Bydgoszcz
85-829	Bydgoszcz
85-830	Bydgoszcz
85-831	Bydgoszcz
85-832	Bydgoszcz
85-833	Bydgoszcz
85-834	Bydgoszcz
85-835	Bydgoszcz
85-836	Bydgoszcz
85-837	Bydgoszcz
85-838	Bydgoszcz
85-839	Bydgoszcz
85-840	Bydgoszcz
85-841	Bydgoszcz
85-843	Bydgoszcz
85-844	Bydgoszcz
85-845	Bydgoszcz
85-846	Bydgoszcz
85-847	Bydgoszcz
85-850	Bydgoszcz
85-851	Bydgoszcz
85-852	Bydgoszcz
85-853	Bydgoszcz
85-854	Bydgoszcz
85-855	Bydgoszcz
85-856	Bydgoszcz
85-858	Bydgoszcz
85-859	Bydgoszcz
85-860	Bydgoszcz
85-861	Bydgoszcz
85-862	Bydgoszcz
85-863	Bydgoszcz
85-864	Bydgoszcz
85-865	Bydgoszcz
85-866	Bydgoszcz
85-867	Bydgoszcz
85-868	Bydgoszcz
85-869	Bydgoszcz
85-870	Bydgoszcz
85-871	Bydgoszcz
85-872	Bydgoszcz
85-873	Bydgoszcz
85-874	Bydgoszcz
85-875	Bydgoszcz
85-876	Bydgoszcz
85-877	Bydgoszcz
85-879	Bydgoszcz
85-880	Bydgoszcz
85-881	Bydgoszcz
85-882	Bydgoszcz
85-883	Bydgoszcz
85-884	Bydgoszcz
85-885	Bydgoszcz
85-886	Bydgoszcz
85-888	Bydgoszcz
85-889	Bydgoszcz
85-890	Bydgoszcz
85-891	Bydgoszcz
85-892	Bydgoszcz
85-893	Bydgoszcz
85-894	Bydgoszcz
85-900	Bydgoszcz
85-915	Bydgoszcz
85-937	Bydgoszcz
85-940	Bydgoszcz
85-950	Bydgoszcz
85-954	Bydgoszcz
85-957	Bydgoszcz
85-959	Bydgoszcz
85-960	Bydgoszcz
85-857	Bydgoszcz
85-128	Bydgoszcz
34-235	Bystra
34-787	Sidzina
34-787	Sidzina k. Jordanowa
34-789	Bystra
34-789	Bystra k. Jordanowa
34-789	Bystra-Sidzina
34-236	Bystra-Sidzina
57-500	Bystrzyca K≥odzka
57-511	Stary WaliszÛw
57-512	IdzikÛw
57-513	WilkanÛw
57-514	MiÍdzygÛrze
57-516	Stara Bystrzyca
57-517	LasÛwka
57-521	GorzanÛw
66-021	BudachÛw
66-022	Bytnica
66-630	Bytnica
41-900	Bytom
41-902	Bytom
41-903	Bytom
41-905	Bytom
41-906	Bytom
41-907	Bytom
41-908	Bytom
41-909	Bytom
41-910	Bytom
41-914	Bytom
41-916	Bytom
41-923	Bytom
41-933	Bytom
41-935	Bytom
41-936	Bytom
67-115	Bytom OdrzaÒski
88-231	BytoÒ
88-231	BytoÒ k. Radziejowa
88-232	Witowo
88-232	Witowo k. Aleksandrowa Kujawskiego
77-100	BytÛw
77-114	Gostkowo
77-121	Pomysk Wielki
77-131	Rekowo
77-132	Niezabyszewo
83-020	Cedry Wielkie
83-011	Koszwa≥y
74-130	Cedynia
74-520	Cedynia
05-315	Kiczki
05-316	Kuflew
05-319	Ceg≥Ûw
89-505	Ma≥e Gacno
89-511	Cekcyn
89-512	Iwiec
89-512	Iwiec k. Tucholi
62-834	CekÛw
62-834	CekÛw-Kolonia
62-836	KamieÒ
62-836	KamieÒ k. Kalisza
05-430	CelestynÛw
08-321	Rytele Olechny
08-322	CeranÛw
84-311	£ebunia
84-311	£ebunia k. LÍborka
84-312	Cewice
84-313	Siemirowice
84-315	Maszewo
84-315	Maszewo k. LÍborka
32-250	Charsznica
32-250	Charsznica k. Miechowa
32-252	Tczyca
99-413	Chπúno
22-100	Che≥m
22-103	Che≥m
22-104	Che≥m
22-105	OkszÛw
22-131	NowosiÛ≥ki
22-131	NowosiÛ≥ki k. Che≥ma
22-151	Staw
41-403	Che≥m ålπski
32-580	Che≥mek
32-581	Bobrek
32-581	Bobrek k. OúwiÍcimia
32-660	Che≥mek
32-661	Bobrek
32-661	Bobrek k. OúwiÍcimia
33-311	Wielog≥owy
33-327	Paszyn
33-327	Paszyn k. Nowego Sπcza
33-393	Marcinkowice
33-393	Marcinkowice k. Nowego Sπcza
33-394	KIÍczany
33-394	KlÍczany
33-395	Che≥miec
86-200	Che≥mno
86-206	GÛrne Wymiary
86-207	Nowa Wieú Che≥miÒska
86-208	Podwiesk
86-251	StarogrÛd
86-251	StarogrÛd k. Che≥mna
87-140	Che≥møa
87-141	Düwierzno
87-141	Düwierzno k. Che≥møy
87-142	PluskowÍsy
87-145	Grzegorz
26-053	Wolica
26-060	ChÍciny
26-505	Osta≥Ûwek
26-510	Chlewiska
26-511	Huta
26-511	Huta k. Szyd≥owca
37-554	£owce
37-561	Ch≥opice
26-020	Chmielnik
28-110	Chmielnik
28-111	Piotrkowice
28-111	Piotrkowice k. Buska-Zdroju
28-427	SÍdziejowice
28-427	SÍdziejowice k. Buska-Zdroju
36-016	Chmielnik
36-016	Chmielnik Rzeszowski
